data,selic_meta,ipca_mensal,dolar_venda,cdi_diario
2026-07-01,14.25,0.07,5.195,0.052531
2026-07-02,14.25,,5.1945,0.052531
2026-07-03,14.25,,5.1717,0.052531
2026-07-04,14.25,,,
2026-07-05,14.25,,,
2026-07-06,14.25,,5.167,0.052531
2026-07-07,14.25,,5.1458,0.052531
2026-07-08,14.25,,5.1552,0.052531
2026-07-09,14.25,,5.1329,0.052531
2026-07-10,14.25,,5.1088,0.052531
2026-07-11,14.25,,,
2026-07-12,14.25,,,
2026-07-13,14.25,,5.1183,0.052531
2026-07-14,14.25,,5.0742,0.052531
2026-07-15,14.25,,5.0727,0.052531
2026-07-16,14.25,,5.0975,0.052531
2026-07-17,14.25,,5.1176,0.052531
2026-07-18,14.25,,,
2026-07-19,14.25,,,
2026-07-20,14.25,,5.0894,0.052531
2026-07-21,14.25,,5.078,0.052531
2026-07-22,14.25,,5.0638,0.052531
2026-07-23,14.25,,5.0807,0.052531
2026-07-24,14.25,,5.0666,0.052531
2026-07-25,14.25,,,
2026-07-26,14.25,,,
2026-07-27,14.25,,5.1005,0.052531
2026-07-28,14.25,,5.1177,0.052531
2026-07-29,14.25,,5.1217,0.052531
2026-07-30,14.25,,5.0739,0.052531
2026-07-31,14.25,,5.0773,0.052531
2026-08-01,14.25,,,
2026-08-02,14.25,,,
2026-08-03,14.25,,5.0723,0.052531
2026-08-04,14.25,,5.1053,0.052531
2026-08-05,14.25,,5.1154,0.052531
2026-08-06,14.0,,5.1017,0.05166
2026-08-07,14.0,,5.0908,0.05166
2026-08-08,14.0,,,
2026-08-09,14.0,,,
2026-08-10,14.0,,5.0963,0.05166
2026-08-11,14.0,,5.1285,0.05166
2026-08-12,14.0,,5.1639,0.05166
2026-08-13,14.0,,5.1859,0.05166
2026-08-14,14.0,,5.2236,
2026-08-15,14.0,,,
2026-08-16,14.0,,,
